county,state,county_state,income_group,shortage
Kalkaska County,Michigan,"Kalkaska County, MI",r_gap30,209
Kanabec County,Minnesota,"Kanabec County, MN",r_gap30,110
Kanawha County,West Virginia,"Kanawha County, WV",r_gap30,3355
Kandiyohi County,Minnesota,"Kandiyohi County, MN",r_gap30,645
Kane County,Illinois,"Kane County, IL",r_gap30,7690
Kane County,Utah,"Kane County, UT",r_gap30,20
Kankakee County,Illinois,"Kankakee County, IL",r_gap30,1995
Karnes County,Texas,"Karnes County, TX",r_gap30,40
Kauai County,Hawaii,"Kauai County, HI",r_gap30,460
Kaufman County,Texas,"Kaufman County, TX",r_gap30,1355
Kay County,Oklahoma,"Kay County, OK",r_gap30,520
Kearney County,Nebraska,"Kearney County, NE",r_gap30,40
Kearny County,Kansas,"Kearny County, KS",r_gap30,0
Keith County,Nebraska,"Keith County, NE",r_gap30,115
Kemper County,Mississippi,"Kemper County, MS",r_gap30,85
Kenai Peninsula Borough,Alaska,"Kenai Peninsula Borough, AK",r_gap30,765
Kendall County,Illinois,"Kendall County, IL",r_gap30,880
Kendall County,Texas,"Kendall County, TX",r_gap30,450
Kenedy County,Texas,"Kenedy County, TX",r_gap30,0
Kennebec County,Maine,"Kennebec County, ME",r_gap30,2560
Kenosha County,Wisconsin,"Kenosha County, WI",r_gap30,3900
Kent County,Delaware,"Kent County, DE",r_gap30,2400
Kent County,Maryland,"Kent County, MD",r_gap30,310
Kent County,Michigan,"Kent County, MI",r_gap30,12940
Kent County,Rhode Island,"Kent County, RI",r_gap30,2785
Kent County,Texas,"Kent County, TX",r_gap30,24
Kenton County,Kentucky,"Kenton County, KY",r_gap30,3570
Keokuk County,Iowa,"Keokuk County, IA",r_gap30,95
Kern County,California,"Kern County, CA",r_gap30,20680
Kerr County,Texas,"Kerr County, TX",r_gap30,415
Kershaw County,South Carolina,"Kershaw County, SC",r_gap30,530
Ketchikan Gateway Borough,Alaska,"Ketchikan Gateway Borough, AK",r_gap30,245
Kewaunee County,Wisconsin,"Kewaunee County, WI",r_gap30,195
Keweenaw County,Michigan,"Keweenaw County, MI",r_gap30,0
Keya Paha County,Nebraska,"Keya Paha County, NE",r_gap30,4
Kidder County,North Dakota,"Kidder County, ND",r_gap30,5
Kimball County,Nebraska,"Kimball County, NE",r_gap30,60
Kimble County,Texas,"Kimble County, TX",r_gap30,40
King and Queen County,Virginia,"King and Queen County, VA",r_gap30,99
King County,Texas,"King County, TX",r_gap30,4
King County,Washington,"King County, WA",r_gap30,53690
King George County,Virginia,"King George County, VA",r_gap30,154
King William County,Virginia,"King William County, VA",r_gap30,75
Kingfisher County,Oklahoma,"Kingfisher County, OK",r_gap30,70
Kingman County,Kansas,"Kingman County, KS",r_gap30,40
Kings County,California,"Kings County, CA",r_gap30,2890
Kings County,New York,"Kings County, NY",r_gap30,139675
Kingsbury County,South Dakota,"Kingsbury County, SD",r_gap30,45
Kinney County,Texas,"Kinney County, TX",r_gap30,0
Kiowa County,Colorado,"Kiowa County, CO",r_gap30,8
Kiowa County,Kansas,"Kiowa County, KS",r_gap30,0
Kiowa County,Oklahoma,"Kiowa County, OK",r_gap30,120
Kit Carson County,Colorado,"Kit Carson County, CO",r_gap30,71
Kitsap County,Washington,"Kitsap County, WA",r_gap30,4080
Kittitas County,Washington,"Kittitas County, WA",r_gap30,1900
Kittson County,Minnesota,"Kittson County, MN",r_gap30,5
Klamath County,Oregon,"Klamath County, OR",r_gap30,1705
Kleberg County,Texas,"Kleberg County, TX",r_gap30,1125
Klickitat County,Washington,"Klickitat County, WA",r_gap30,305
Knott County,Kentucky,"Knott County, KY",r_gap30,124
Knox County,Illinois,"Knox County, IL",r_gap30,1325
Knox County,Indiana,"Knox County, IN",r_gap30,675
Knox County,Kentucky,"Knox County, KY",r_gap30,760
Knox County,Maine,"Knox County, ME",r_gap30,451
Knox County,Missouri,"Knox County, MO",r_gap30,24
Knox County,Nebraska,"Knox County, NE",r_gap30,45
Knox County,Ohio,"Knox County, OH",r_gap30,1035
Knox County,Tennessee,"Knox County, TN",r_gap30,10145
Knox County,Texas,"Knox County, TX",r_gap30,0
Kodiak Island Borough,Alaska,"Kodiak Island Borough, AK",r_gap30,206
Koochiching County,Minnesota,"Koochiching County, MN",r_gap30,271
Kootenai County,Idaho,"Kootenai County, ID",r_gap30,2065
Kosciusko County,Indiana,"Kosciusko County, IN",r_gap30,910
Kossuth County,Iowa,"Kossuth County, IA",r_gap30,145
Kusilvak Census Area,Alaska,"Kusilvak Census Area, AK",r_gap30,16
La Crosse County,Wisconsin,"La Crosse County, WI",r_gap30,2925
La Paz County,Arizona,"La Paz County, AZ",r_gap30,190
La Plata County,Colorado,"La Plata County, CO",r_gap30,1020
La Salle County,Texas,"La Salle County, TX",r_gap30,5
Labette County,Kansas,"Labette County, KS",r_gap30,225
Lac qui Parle County,Minnesota,"Lac qui Parle County, MN",r_gap30,79
Lackawanna County,Pennsylvania,"Lackawanna County, PA",r_gap30,5055
Laclede County,Missouri,"Laclede County, MO",r_gap30,785
Lafayette County,Arkansas,"Lafayette County, AR",r_gap30,105
Lafayette County,Florida,"Lafayette County, FL",r_gap30,9
Lafayette County,Missouri,"Lafayette County, MO",r_gap30,579
Lafayette County,Mississippi,"Lafayette County, MS",r_gap30,2455
Lafayette County,Wisconsin,"Lafayette County, WI",r_gap30,154
Lafayette Parish,Louisiana,"Lafayette Parish, LA",r_gap30,5010
Lafourche Parish,Louisiana,"Lafourche Parish, LA",r_gap30,1475
LaGrange County,Indiana,"LaGrange County, IN",r_gap30,110
Lake and Peninsula Borough,Alaska,"Lake and Peninsula Borough, AK",r_gap30,0
Lake County,California,"Lake County, CA",r_gap30,1625
Lake County,Colorado,"Lake County, CO",r_gap30,95
Lake County,Florida,"Lake County, FL",r_gap30,4160
Lake County,Illinois,"Lake County, IL",r_gap30,9815
Lake County,Indiana,"Lake County, IN",r_gap30,10855
Lake County,Michigan,"Lake County, MI",r_gap30,211
Lake County,Minnesota,"Lake County, MN",r_gap30,135
Lake County,Montana,"Lake County, MT",r_gap30,459
Lake County,Ohio,"Lake County, OH",r_gap30,3075
Lake County,Oregon,"Lake County, OR",r_gap30,165
Lake County,South Dakota,"Lake County, SD",r_gap30,136
Lake County,Tennessee,"Lake County, TN",r_gap30,114
Lake of the Woods County,Minnesota,"Lake of the Woods County, MN",r_gap30,0
Lamar County,Alabama,"Lamar County, AL",r_gap30,195
Lamar County,Georgia,"Lamar County, GA",r_gap30,290
Lamar County,Mississippi,"Lamar County, MS",r_gap30,1045
Lamar County,Texas,"Lamar County, TX",r_gap30,980
Lamb County,Texas,"Lamb County, TX",r_gap30,58
Lamoille County,Vermont,"Lamoille County, VT",r_gap30,496
LaMoure County,North Dakota,"LaMoure County, ND",r_gap30,19
Lampasas County,Texas,"Lampasas County, TX",r_gap30,230
Lancaster County,Nebraska,"Lancaster County, NE",r_gap30,9550
Lancaster County,Pennsylvania,"Lancaster County, PA",r_gap30,9090
Lancaster County,South Carolina,"Lancaster County, SC",r_gap30,800
Lancaster County,Virginia,"Lancaster County, VA",r_gap30,205
Lander County,Nevada,"Lander County, NV",r_gap30,45
Lane County,Kansas,"Lane County, KS",r_gap30,0
Lane County,Oregon,"Lane County, OR",r_gap30,11165
Langlade County,Wisconsin,"Langlade County, WI",r_gap30,356
Lanier County,Georgia,"Lanier County, GA",r_gap30,255
Lapeer County,Michigan,"Lapeer County, MI",r_gap30,1015
LaPorte County,Indiana,"LaPorte County, IN",r_gap30,1845
Laramie County,Wyoming,"Laramie County, WY",r_gap30,1705
Larimer County,Colorado,"Larimer County, CO",r_gap30,8390
Larue County,Kentucky,"Larue County, KY",r_gap30,135
Las Animas County,Colorado,"Las Animas County, CO",r_gap30,259
LaSalle County,Illinois,"LaSalle County, IL",r_gap30,1955
LaSalle Parish,Louisiana,"LaSalle Parish, LA",r_gap30,100
Lassen County,California,"Lassen County, CA",r_gap30,475
Latah County,Idaho,"Latah County, ID",r_gap30,2190
Latimer County,Oklahoma,"Latimer County, OK",r_gap30,130
Lauderdale County,Alabama,"Lauderdale County, AL",r_gap30,1450
Lauderdale County,Mississippi,"Lauderdale County, MS",r_gap30,1315
Lauderdale County,Tennessee,"Lauderdale County, TN",r_gap30,650
Laurel County,Kentucky,"Laurel County, KY",r_gap30,1240
Laurens County,Georgia,"Laurens County, GA",r_gap30,1390
Laurens County,South Carolina,"Laurens County, SC",r_gap30,945
Lavaca County,Texas,"Lavaca County, TX",r_gap30,95
Lawrence County,Alabama,"Lawrence County, AL",r_gap30,320
Lawrence County,Arkansas,"Lawrence County, AR",r_gap30,269
Lawrence County,Illinois,"Lawrence County, IL",r_gap30,225
Lawrence County,Indiana,"Lawrence County, IN",r_gap30,470
Lawrence County,Kentucky,"Lawrence County, KY",r_gap30,325
Lawrence County,Missouri,"Lawrence County, MO",r_gap30,520
Lawrence County,Mississippi,"Lawrence County, MS",r_gap30,180
Lawrence County,Ohio,"Lawrence County, OH",r_gap30,860
Lawrence County,Pennsylvania,"Lawrence County, PA",r_gap30,1355
Lawrence County,South Dakota,"Lawrence County, SD",r_gap30,495
Lawrence County,Tennessee,"Lawrence County, TN",r_gap30,575
Le Flore County,Oklahoma,"Le Flore County, OK",r_gap30,690
Le Sueur County,Minnesota,"Le Sueur County, MN",r_gap30,200
Lea County,New Mexico,"Lea County, NM",r_gap30,795
Leake County,Mississippi,"Leake County, MS",r_gap30,320
Leavenworth County,Kansas,"Leavenworth County, KS",r_gap30,1180
Lebanon County,Pennsylvania,"Lebanon County, PA",r_gap30,1865
Lee County,Alabama,"Lee County, AL",r_gap30,6105
Lee County,Arkansas,"Lee County, AR",r_gap30,280
Lee County,Florida,"Lee County, FL",r_gap30,10830
Lee County,Georgia,"Lee County, GA",r_gap30,335
Lee County,Iowa,"Lee County, IA",r_gap30,450
Lee County,Illinois,"Lee County, IL",r_gap30,455
Lee County,Kentucky,"Lee County, KY",r_gap30,240
Lee County,Mississippi,"Lee County, MS",r_gap30,1575
Lee County,North Carolina,"Lee County, NC",r_gap30,954
Lee County,South Carolina,"Lee County, SC",r_gap30,381
Lee County,Texas,"Lee County, TX",r_gap30,220
Lee County,Virginia,"Lee County, VA",r_gap30,535
Leelanau County,Michigan,"Leelanau County, MI",r_gap30,5
Leflore County,Mississippi,"Leflore County, MS",r_gap30,1460
Lehigh County,Pennsylvania,"Lehigh County, PA",r_gap30,8340
Lemhi County,Idaho,"Lemhi County, ID",r_gap30,85
Lenawee County,Michigan,"Lenawee County, MI",r_gap30,1450
Lenoir County,North Carolina,"Lenoir County, NC",r_gap30,1080
Leon County,Florida,"Leon County, FL",r_gap30,11415
Leon County,Texas,"Leon County, TX",r_gap30,115
Leslie County,Kentucky,"Leslie County, KY",r_gap30,190
Letcher County,Kentucky,"Letcher County, KY",r_gap30,460
Levy County,Florida,"Levy County, FL",r_gap30,325
Lewis and Clark County,Montana,"Lewis and Clark County, MT",r_gap30,960
Lewis County,Idaho,"Lewis County, ID",r_gap30,45
Lewis County,Kentucky,"Lewis County, KY",r_gap30,175
Lewis County,Missouri,"Lewis County, MO",r_gap30,110
Lewis County,New York,"Lewis County, NY",r_gap30,445
Lewis County,Tennessee,"Lewis County, TN",r_gap30,95
Lewis County,Washington,"Lewis County, WA",r_gap30,1385
Lewis County,West Virginia,"Lewis County, WV",r_gap30,316
Lexington city,Virginia,"Lexington city, VA",r_gap30,165
Lexington County,South Carolina,"Lexington County, SC",r_gap30,3835
Liberty County,Florida,"Liberty County, FL",r_gap30,0
Liberty County,Georgia,"Liberty County, GA",r_gap30,1000
Liberty County,Montana,"Liberty County, MT",r_gap30,16
Liberty County,Texas,"Liberty County, TX",r_gap30,900
Licking County,Ohio,"Licking County, OH",r_gap30,2845
Limestone County,Alabama,"Limestone County, AL",r_gap30,935
Limestone County,Texas,"Limestone County, TX",r_gap30,350
Lincoln County,Arkansas,"Lincoln County, AR",r_gap30,65
Lincoln County,Colorado,"Lincoln County, CO",r_gap30,49
Lincoln County,Georgia,"Lincoln County, GA",r_gap30,149
Lincoln County,Idaho,"Lincoln County, ID",r_gap30,19
Lincoln County,Kansas,"Lincoln County, KS",r_gap30,14
Lincoln County,Kentucky,"Lincoln County, KY",r_gap30,285
Lincoln County,Maine,"Lincoln County, ME",r_gap30,430
Lincoln County,Minnesota,"Lincoln County, MN",r_gap30,14
Lincoln County,Missouri,"Lincoln County, MO",r_gap30,830
Lincoln County,Mississippi,"Lincoln County, MS",r_gap30,435
Lincoln County,Montana,"Lincoln County, MT",r_gap30,355
Lincoln County,North Carolina,"Lincoln County, NC",r_gap30,1020
Lincoln County,Nebraska,"Lincoln County, NE",r_gap30,510
Lincoln County,New Mexico,"Lincoln County, NM",r_gap30,85
Lincoln County,Nevada,"Lincoln County, NV",r_gap30,95
Lincoln County,Oklahoma,"Lincoln County, OK",r_gap30,234
Lincoln County,Oregon,"Lincoln County, OR",r_gap30,625
Lincoln County,South Dakota,"Lincoln County, SD",r_gap30,305
Lincoln County,Tennessee,"Lincoln County, TN",r_gap30,370
Lincoln County,Washington,"Lincoln County, WA",r_gap30,80
Lincoln County,Wisconsin,"Lincoln County, WI",r_gap30,270
Lincoln County,West Virginia,"Lincoln County, WV",r_gap30,220
Lincoln County,Wyoming,"Lincoln County, WY",r_gap30,25
Lincoln Parish,Louisiana,"Lincoln Parish, LA",r_gap30,2165
Linn County,Iowa,"Linn County, IA",r_gap30,2930
Linn County,Kansas,"Linn County, KS",r_gap30,130
Linn County,Missouri,"Linn County, MO",r_gap30,130
Linn County,Oregon,"Linn County, OR",r_gap30,2735
Lipscomb County,Texas,"Lipscomb County, TX",r_gap30,0
Litchfield County,Connecticut,"Litchfield County, CT",r_gap30,2960
Little River County,Arkansas,"Little River County, AR",r_gap30,45
Live Oak County,Texas,"Live Oak County, TX",r_gap30,40
Livingston County,Illinois,"Livingston County, IL",r_gap30,614
Livingston County,Kentucky,"Livingston County, KY",r_gap30,165
Livingston County,Michigan,"Livingston County, MI",r_gap30,1745
Livingston County,Missouri,"Livingston County, MO",r_gap30,230
Livingston County,New York,"Livingston County, NY",r_gap30,1480
Livingston Parish,Louisiana,"Livingston Parish, LA",r_gap30,1375
Llano County,Texas,"Llano County, TX",r_gap30,225
Logan County,Arkansas,"Logan County, AR",r_gap30,350
Logan County,Colorado,"Logan County, CO",r_gap30,475
Logan County,Illinois,"Logan County, IL",r_gap30,310
Logan County,Kansas,"Logan County, KS",r_gap30,14
Logan County,Kentucky,"Logan County, KY",r_gap30,545
Logan County,North Dakota,"Logan County, ND",r_gap30,0
Logan County,Nebraska,"Logan County, NE",r_gap30,4
Logan County,Ohio,"Logan County, OH",r_gap30,680
Logan County,Oklahoma,"Logan County, OK",r_gap30,495
Logan County,West Virginia,"Logan County, WV",r_gap30,600
Long County,Georgia,"Long County, GA",r_gap30,135
Lonoke County,Arkansas,"Lonoke County, AR",r_gap30,970
Lorain County,Ohio,"Lorain County, OH",r_gap30,6355
Los Alamos County,New Mexico,"Los Alamos County, NM",r_gap30,215
Los Angeles County,California,"Los Angeles County, CA",r_gap30,388830
Loudon County,Tennessee,"Loudon County, TN",r_gap30,525
Loudoun County,Virginia,"Loudoun County, VA",r_gap30,3000
Louisa County,Iowa,"Louisa County, IA",r_gap30,105
Louisa County,Virginia,"Louisa County, VA",r_gap30,360
Loup County,Nebraska,"Loup County, NE",r_gap30,0
Love County,Oklahoma,"Love County, OK",r_gap30,51
Loving County,Texas,"Loving County, TX",r_gap30,0
Lowndes County,Alabama,"Lowndes County, AL",r_gap30,174
Lowndes County,Georgia,"Lowndes County, GA",r_gap30,3535
Lowndes County,Mississippi,"Lowndes County, MS",r_gap30,1295
Lubbock County,Texas,"Lubbock County, TX",r_gap30,8910
Lucas County,Iowa,"Lucas County, IA",r_gap30,50
Lucas County,Ohio,"Lucas County, OH",r_gap30,13660
Luce County,Michigan,"Luce County, MI",r_gap30,59
Lumpkin County,Georgia,"Lumpkin County, GA",r_gap30,920
Luna County,New Mexico,"Luna County, NM",r_gap30,395
Lunenburg County,Virginia,"Lunenburg County, VA",r_gap30,150
Luzerne County,Pennsylvania,"Luzerne County, PA",r_gap30,5930
Lycoming County,Pennsylvania,"Lycoming County, PA",r_gap30,2220
Lyman County,South Dakota,"Lyman County, SD",r_gap30,9
Lynchburg city,Virginia,"Lynchburg city, VA",r_gap30,2945
Lynn County,Texas,"Lynn County, TX",r_gap30,70
Lyon County,Iowa,"Lyon County, IA",r_gap30,5
Lyon County,Kansas,"Lyon County, KS",r_gap30,940
Lyon County,Kentucky,"Lyon County, KY",r_gap30,100
Lyon County,Minnesota,"Lyon County, MN",r_gap30,310
Lyon County,Nevada,"Lyon County, NV",r_gap30,725
Mackinac County,Michigan,"Mackinac County, MI",r_gap30,85
Macomb County,Michigan,"Macomb County, MI",r_gap30,14535
Macon County,Alabama,"Macon County, AL",r_gap30,530
Macon County,Georgia,"Macon County, GA",r_gap30,240
Macon County,Illinois,"Macon County, IL",r_gap30,2205
Macon County,Missouri,"Macon County, MO",r_gap30,115
Macon County,North Carolina,"Macon County, NC",r_gap30,335
Macon County,Tennessee,"Macon County, TN",r_gap30,210
Macoupin County,Illinois,"Macoupin County, IL",r_gap30,810
Madera County,California,"Madera County, CA",r_gap30,2860
Madison County,Alabama,"Madison County, AL",r_gap30,8050
Madison County,Arkansas,"Madison County, AR",r_gap30,70
Madison County,Florida,"Madison County, FL",r_gap30,105
Madison County,Georgia,"Madison County, GA",r_gap30,530
Madison County,Iowa,"Madison County, IA",r_gap30,190
Madison County,Idaho,"Madison County, ID",r_gap30,730
Madison County,Illinois,"Madison County, IL",r_gap30,6615
Madison County,Indiana,"Madison County, IN",r_gap30,2710
Madison County,Kentucky,"Madison County, KY",r_gap30,2595
Madison County,Missouri,"Madison County, MO",r_gap30,210
Madison County,Mississippi,"Madison County, MS",r_gap30,1445
Madison County,Montana,"Madison County, MT",r_gap30,0
Madison County,North Carolina,"Madison County, NC",r_gap30,270
Madison County,Nebraska,"Madison County, NE",r_gap30,694
Madison County,New York,"Madison County, NY",r_gap30,890
Madison County,Ohio,"Madison County, OH",r_gap30,565
Madison County,Tennessee,"Madison County, TN",r_gap30,2270
Madison County,Texas,"Madison County, TX",r_gap30,109
Madison County,Virginia,"Madison County, VA",r_gap30,79
Madison Parish,Louisiana,"Madison Parish, LA",r_gap30,215
Magoffin County,Kentucky,"Magoffin County, KY",r_gap30,360
Mahaska County,Iowa,"Mahaska County, IA",r_gap30,435
Mahnomen County,Minnesota,"Mahnomen County, MN",r_gap30,80
Mahoning County,Ohio,"Mahoning County, OH",r_gap30,5075
Major County,Oklahoma,"Major County, OK",r_gap30,55
Malheur County,Oregon,"Malheur County, OR",r_gap30,605
Manassas city,Virginia,"Manassas city, VA",r_gap30,915
Manassas Park city,Virginia,"Manassas Park city, VA",r_gap30,305
Manatee County,Florida,"Manatee County, FL",r_gap30,5990
Manistee County,Michigan,"Manistee County, MI",r_gap30,214
Manitowoc County,Wisconsin,"Manitowoc County, WI",r_gap30,895
Marathon County,Wisconsin,"Marathon County, WI",r_gap30,2105
Marengo County,Alabama,"Marengo County, AL",r_gap30,320
Maricopa County,Arizona,"Maricopa County, AZ",r_gap30,90910
Maries County,Missouri,"Maries County, MO",r_gap30,101
Marin County,California,"Marin County, CA",r_gap30,6445
Marinette County,Wisconsin,"Marinette County, WI",r_gap30,724
Marion County,Alabama,"Marion County, AL",r_gap30,150
Marion County,Arkansas,"Marion County, AR",r_gap30,74
