county,state,county_state,income_group,shortage
Ellsworth County,Kansas,"Ellsworth County, KS",r_gap5080,0
Elmore County,Alabama,"Elmore County, AL",r_gap5080,0
Elmore County,Idaho,"Elmore County, ID",r_gap5080,0
Emanuel County,Georgia,"Emanuel County, GA",r_gap5080,0
Emery County,Utah,"Emery County, UT",r_gap5080,0
Emmet County,Iowa,"Emmet County, IA",r_gap5080,10
Emmet County,Michigan,"Emmet County, MI",r_gap5080,0
Emmons County,North Dakota,"Emmons County, ND",r_gap5080,0
Emporia city,Virginia,"Emporia city, VA",r_gap5080,35
Erath County,Texas,"Erath County, TX",r_gap5080,0
Erie County,New York,"Erie County, NY",r_gap5080,0
Erie County,Ohio,"Erie County, OH",r_gap5080,0
Erie County,Pennsylvania,"Erie County, PA",r_gap5080,0
Escambia County,Alabama,"Escambia County, AL",r_gap5080,0
Escambia County,Florida,"Escambia County, FL",r_gap5080,0
Esmeralda County,Nevada,"Esmeralda County, NV",r_gap5080,0
Essex County,Massachusetts,"Essex County, MA",r_gap5080,0
Essex County,New Jersey,"Essex County, NJ",r_gap5080,0
Essex County,New York,"Essex County, NY",r_gap5080,0
Essex County,Virginia,"Essex County, VA",r_gap5080,0
Essex County,Vermont,"Essex County, VT",r_gap5080,0
Estill County,Kentucky,"Estill County, KY",r_gap5080,0
Etowah County,Alabama,"Etowah County, AL",r_gap5080,0
Eureka County,Nevada,"Eureka County, NV",r_gap5080,0
Evangeline Parish,Louisiana,"Evangeline Parish, LA",r_gap5080,0
Evans County,Georgia,"Evans County, GA",r_gap5080,0
Fairbanks North Star Borough,Alaska,"Fairbanks North Star Borough, AK",r_gap5080,0
Fairfax city,Virginia,"Fairfax city, VA",r_gap5080,155
Fairfax County,Virginia,"Fairfax County, VA",r_gap5080,4505
Fairfield County,Connecticut,"Fairfield County, CT",r_gap5080,0
Fairfield County,Ohio,"Fairfield County, OH",r_gap5080,0
Fairfield County,South Carolina,"Fairfield County, SC",r_gap5080,0
Fall River County,South Dakota,"Fall River County, SD",r_gap5080,0
Fallon County,Montana,"Fallon County, MT",r_gap5080,0
Falls Church city,Virginia,"Falls Church city, VA",r_gap5080,45
Falls County,Texas,"Falls County, TX",r_gap5080,0
Fannin County,Georgia,"Fannin County, GA",r_gap5080,0
Fannin County,Texas,"Fannin County, TX",r_gap5080,0
Faribault County,Minnesota,"Faribault County, MN",r_gap5080,0
Faulk County,South Dakota,"Faulk County, SD",r_gap5080,0
Faulkner County,Arkansas,"Faulkner County, AR",r_gap5080,0
Fauquier County,Virginia,"Fauquier County, VA",r_gap5080,0
Fayette County,Alabama,"Fayette County, AL",r_gap5080,15
Fayette County,Georgia,"Fayette County, GA",r_gap5080,35
Fayette County,Iowa,"Fayette County, IA",r_gap5080,0
Fayette County,Illinois,"Fayette County, IL",r_gap5080,0
Fayette County,Indiana,"Fayette County, IN",r_gap5080,0
Fayette County,Kentucky,"Fayette County, KY",r_gap5080,0
Fayette County,Ohio,"Fayette County, OH",r_gap5080,0
Fayette County,Pennsylvania,"Fayette County, PA",r_gap5080,0
Fayette County,Tennessee,"Fayette County, TN",r_gap5080,11
Fayette County,Texas,"Fayette County, TX",r_gap5080,0
Fayette County,West Virginia,"Fayette County, WV",r_gap5080,0
Fentress County,Tennessee,"Fentress County, TN",r_gap5080,0
Fergus County,Montana,"Fergus County, MT",r_gap5080,0
Ferry County,Washington,"Ferry County, WA",r_gap5080,0
Fillmore County,Minnesota,"Fillmore County, MN",r_gap5080,0
Fillmore County,Nebraska,"Fillmore County, NE",r_gap5080,0
Finney County,Kansas,"Finney County, KS",r_gap5080,0
Fisher County,Texas,"Fisher County, TX",r_gap5080,0
Flagler County,Florida,"Flagler County, FL",r_gap5080,640
Flathead County,Montana,"Flathead County, MT",r_gap5080,0
Fleming County,Kentucky,"Fleming County, KY",r_gap5080,0
Florence County,South Carolina,"Florence County, SC",r_gap5080,0
Florence County,Wisconsin,"Florence County, WI",r_gap5080,0
Floyd County,Georgia,"Floyd County, GA",r_gap5080,0
Floyd County,Iowa,"Floyd County, IA",r_gap5080,0
Floyd County,Indiana,"Floyd County, IN",r_gap5080,0
Floyd County,Kentucky,"Floyd County, KY",r_gap5080,0
Floyd County,Texas,"Floyd County, TX",r_gap5080,0
Floyd County,Virginia,"Floyd County, VA",r_gap5080,0
Fluvanna County,Virginia,"Fluvanna County, VA",r_gap5080,70
Foard County,Texas,"Foard County, TX",r_gap5080,10
Fond du Lac County,Wisconsin,"Fond du Lac County, WI",r_gap5080,0
Ford County,Illinois,"Ford County, IL",r_gap5080,0
Ford County,Kansas,"Ford County, KS",r_gap5080,0
Forest County,Pennsylvania,"Forest County, PA",r_gap5080,0
Forest County,Wisconsin,"Forest County, WI",r_gap5080,0
Forrest County,Mississippi,"Forrest County, MS",r_gap5080,0
Forsyth County,Georgia,"Forsyth County, GA",r_gap5080,215
Forsyth County,North Carolina,"Forsyth County, NC",r_gap5080,0
Fort Bend County,Texas,"Fort Bend County, TX",r_gap5080,445
Foster County,North Dakota,"Foster County, ND",r_gap5080,0
Fountain County,Indiana,"Fountain County, IN",r_gap5080,0
Franklin city,Virginia,"Franklin city, VA",r_gap5080,0
Franklin County,Alabama,"Franklin County, AL",r_gap5080,0
Franklin County,Arkansas,"Franklin County, AR",r_gap5080,15
Franklin County,Florida,"Franklin County, FL",r_gap5080,0
Franklin County,Georgia,"Franklin County, GA",r_gap5080,0
Franklin County,Iowa,"Franklin County, IA",r_gap5080,0
Franklin County,Idaho,"Franklin County, ID",r_gap5080,10
Franklin County,Illinois,"Franklin County, IL",r_gap5080,0
Franklin County,Indiana,"Franklin County, IN",r_gap5080,0
Franklin County,Kansas,"Franklin County, KS",r_gap5080,0
Franklin County,Kentucky,"Franklin County, KY",r_gap5080,0
Franklin County,Massachusetts,"Franklin County, MA",r_gap5080,0
Franklin County,Maine,"Franklin County, ME",r_gap5080,0
Franklin County,Missouri,"Franklin County, MO",r_gap5080,0
Franklin County,Mississippi,"Franklin County, MS",r_gap5080,4
Franklin County,North Carolina,"Franklin County, NC",r_gap5080,0
Franklin County,Nebraska,"Franklin County, NE",r_gap5080,0
Franklin County,New York,"Franklin County, NY",r_gap5080,0
Franklin County,Ohio,"Franklin County, OH",r_gap5080,0
Franklin County,Pennsylvania,"Franklin County, PA",r_gap5080,0
Franklin County,Tennessee,"Franklin County, TN",r_gap5080,0
Franklin County,Texas,"Franklin County, TX",r_gap5080,0
Franklin County,Virginia,"Franklin County, VA",r_gap5080,0
Franklin County,Vermont,"Franklin County, VT",r_gap5080,0
Franklin County,Washington,"Franklin County, WA",r_gap5080,0
Franklin Parish,Louisiana,"Franklin Parish, LA",r_gap5080,0
Frederick County,Maryland,"Frederick County, MD",r_gap5080,0
Frederick County,Virginia,"Frederick County, VA",r_gap5080,0
Fredericksburg city,Virginia,"Fredericksburg city, VA",r_gap5080,0
Freeborn County,Minnesota,"Freeborn County, MN",r_gap5080,0
Freestone County,Texas,"Freestone County, TX",r_gap5080,0
Fremont County,Colorado,"Fremont County, CO",r_gap5080,0
Fremont County,Iowa,"Fremont County, IA",r_gap5080,0
Fremont County,Idaho,"Fremont County, ID",r_gap5080,0
Fremont County,Wyoming,"Fremont County, WY",r_gap5080,0
Fresno County,California,"Fresno County, CA",r_gap5080,3555
Frio County,Texas,"Frio County, TX",r_gap5080,0
Frontier County,Nebraska,"Frontier County, NE",r_gap5080,0
Fulton County,Arkansas,"Fulton County, AR",r_gap5080,0
Fulton County,Georgia,"Fulton County, GA",r_gap5080,0
Fulton County,Illinois,"Fulton County, IL",r_gap5080,0
Fulton County,Indiana,"Fulton County, IN",r_gap5080,0
Fulton County,Kentucky,"Fulton County, KY",r_gap5080,0
Fulton County,New York,"Fulton County, NY",r_gap5080,0
Fulton County,Ohio,"Fulton County, OH",r_gap5080,0
Fulton County,Pennsylvania,"Fulton County, PA",r_gap5080,0
Furnas County,Nebraska,"Furnas County, NE",r_gap5080,0
Gadsden County,Florida,"Gadsden County, FL",r_gap5080,0
Gage County,Nebraska,"Gage County, NE",r_gap5080,0
Gaines County,Texas,"Gaines County, TX",r_gap5080,0
Galax city,Virginia,"Galax city, VA",r_gap5080,0
Gallatin County,Illinois,"Gallatin County, IL",r_gap5080,0
Gallatin County,Kentucky,"Gallatin County, KY",r_gap5080,0
Gallatin County,Montana,"Gallatin County, MT",r_gap5080,0
Gallia County,Ohio,"Gallia County, OH",r_gap5080,0
Galveston County,Texas,"Galveston County, TX",r_gap5080,0
Garden County,Nebraska,"Garden County, NE",r_gap5080,0
Garfield County,Colorado,"Garfield County, CO",r_gap5080,0
Garfield County,Montana,"Garfield County, MT",r_gap5080,0
Garfield County,Nebraska,"Garfield County, NE",r_gap5080,0
Garfield County,Oklahoma,"Garfield County, OK",r_gap5080,0
Garfield County,Utah,"Garfield County, UT",r_gap5080,0
Garfield County,Washington,"Garfield County, WA",r_gap5080,10
Garland County,Arkansas,"Garland County, AR",r_gap5080,0
Garrard County,Kentucky,"Garrard County, KY",r_gap5080,0
Garrett County,Maryland,"Garrett County, MD",r_gap5080,0
Garvin County,Oklahoma,"Garvin County, OK",r_gap5080,0
Garza County,Texas,"Garza County, TX",r_gap5080,4
Gasconade County,Missouri,"Gasconade County, MO",r_gap5080,0
Gaston County,North Carolina,"Gaston County, NC",r_gap5080,0
Gates County,North Carolina,"Gates County, NC",r_gap5080,0
Geary County,Kansas,"Geary County, KS",r_gap5080,270
Geauga County,Ohio,"Geauga County, OH",r_gap5080,0
Gem County,Idaho,"Gem County, ID",r_gap5080,10
Genesee County,Michigan,"Genesee County, MI",r_gap5080,0
Genesee County,New York,"Genesee County, NY",r_gap5080,0
Geneva County,Alabama,"Geneva County, AL",r_gap5080,0
Gentry County,Missouri,"Gentry County, MO",r_gap5080,0
George County,Mississippi,"George County, MS",r_gap5080,0
Georgetown County,South Carolina,"Georgetown County, SC",r_gap5080,60
Gibson County,Indiana,"Gibson County, IN",r_gap5080,0
Gibson County,Tennessee,"Gibson County, TN",r_gap5080,0
Gila County,Arizona,"Gila County, AZ",r_gap5080,135
Gilchrist County,Florida,"Gilchrist County, FL",r_gap5080,0
Giles County,Tennessee,"Giles County, TN",r_gap5080,0
Giles County,Virginia,"Giles County, VA",r_gap5080,0
Gillespie County,Texas,"Gillespie County, TX",r_gap5080,0
Gilliam County,Oregon,"Gilliam County, OR",r_gap5080,0
Gilmer County,Georgia,"Gilmer County, GA",r_gap5080,0
Gilmer County,West Virginia,"Gilmer County, WV",r_gap5080,0
Gilpin County,Colorado,"Gilpin County, CO",r_gap5080,20
Glacier County,Montana,"Glacier County, MT",r_gap5080,0
Glades County,Florida,"Glades County, FL",r_gap5080,0
Gladwin County,Michigan,"Gladwin County, MI",r_gap5080,0
Glascock County,Georgia,"Glascock County, GA",r_gap5080,0
Glasscock County,Texas,"Glasscock County, TX",r_gap5080,0
Glenn County,California,"Glenn County, CA",r_gap5080,25
Gloucester County,New Jersey,"Gloucester County, NJ",r_gap5080,0
Gloucester County,Virginia,"Gloucester County, VA",r_gap5080,55
Glynn County,Georgia,"Glynn County, GA",r_gap5080,0
Gogebic County,Michigan,"Gogebic County, MI",r_gap5080,0
Golden Valley County,Montana,"Golden Valley County, MT",r_gap5080,0
Golden Valley County,North Dakota,"Golden Valley County, ND",r_gap5080,0
Goliad County,Texas,"Goliad County, TX",r_gap5080,0
Gonzales County,Texas,"Gonzales County, TX",r_gap5080,0
Goochland County,Virginia,"Goochland County, VA",r_gap5080,10
Goodhue County,Minnesota,"Goodhue County, MN",r_gap5080,0
Gooding County,Idaho,"Gooding County, ID",r_gap5080,0
Gordon County,Georgia,"Gordon County, GA",r_gap5080,0
Goshen County,Wyoming,"Goshen County, WY",r_gap5080,0
Gosper County,Nebraska,"Gosper County, NE",r_gap5080,0
Gove County,Kansas,"Gove County, KS",r_gap5080,0
Grady County,Georgia,"Grady County, GA",r_gap5080,0
Grady County,Oklahoma,"Grady County, OK",r_gap5080,0
Grafton County,New Hampshire,"Grafton County, NH",r_gap5080,0
Graham County,Arizona,"Graham County, AZ",r_gap5080,0
Graham County,Kansas,"Graham County, KS",r_gap5080,0
Graham County,North Carolina,"Graham County, NC",r_gap5080,0
Grainger County,Tennessee,"Grainger County, TN",r_gap5080,0
Grand County,Colorado,"Grand County, CO",r_gap5080,0
Grand County,Utah,"Grand County, UT",r_gap5080,0
Grand Forks County,North Dakota,"Grand Forks County, ND",r_gap5080,0
Grand Isle County,Vermont,"Grand Isle County, VT",r_gap5080,0
Grand Traverse County,Michigan,"Grand Traverse County, MI",r_gap5080,0
Granite County,Montana,"Granite County, MT",r_gap5080,0
Grant County,Arkansas,"Grant County, AR",r_gap5080,0
Grant County,Indiana,"Grant County, IN",r_gap5080,0
Grant County,Kansas,"Grant County, KS",r_gap5080,0
Grant County,Kentucky,"Grant County, KY",r_gap5080,0
Grant County,Minnesota,"Grant County, MN",r_gap5080,0
Grant County,North Dakota,"Grant County, ND",r_gap5080,0
Grant County,Nebraska,"Grant County, NE",r_gap5080,0
Grant County,New Mexico,"Grant County, NM",r_gap5080,0
Grant County,Oklahoma,"Grant County, OK",r_gap5080,0
Grant County,Oregon,"Grant County, OR",r_gap5080,0
Grant County,South Dakota,"Grant County, SD",r_gap5080,0
Grant County,Washington,"Grant County, WA",r_gap5080,0
Grant County,Wisconsin,"Grant County, WI",r_gap5080,0
Grant County,West Virginia,"Grant County, WV",r_gap5080,0
Grant Parish,Louisiana,"Grant Parish, LA",r_gap5080,0
Granville County,North Carolina,"Granville County, NC",r_gap5080,0
Gratiot County,Michigan,"Gratiot County, MI",r_gap5080,0
Graves County,Kentucky,"Graves County, KY",r_gap5080,0
Gray County,Kansas,"Gray County, KS",r_gap5080,0
Gray County,Texas,"Gray County, TX",r_gap5080,0
Grays Harbor County,Washington,"Grays Harbor County, WA",r_gap5080,0
Grayson County,Kentucky,"Grayson County, KY",r_gap5080,0
Grayson County,Texas,"Grayson County, TX",r_gap5080,0
Grayson County,Virginia,"Grayson County, VA",r_gap5080,0
Greeley County,Kansas,"Greeley County, KS",r_gap5080,0
Greeley County,Nebraska,"Greeley County, NE",r_gap5080,0
Green County,Kentucky,"Green County, KY",r_gap5080,0
Green County,Wisconsin,"Green County, WI",r_gap5080,0
Green Lake County,Wisconsin,"Green Lake County, WI",r_gap5080,0
Greenbrier County,West Virginia,"Greenbrier County, WV",r_gap5080,0
Greene County,Alabama,"Greene County, AL",r_gap5080,0
Greene County,Arkansas,"Greene County, AR",r_gap5080,0
Greene County,Georgia,"Greene County, GA",r_gap5080,0
Greene County,Iowa,"Greene County, IA",r_gap5080,0
Greene County,Illinois,"Greene County, IL",r_gap5080,0
Greene County,Indiana,"Greene County, IN",r_gap5080,0
Greene County,Missouri,"Greene County, MO",r_gap5080,0
Greene County,Mississippi,"Greene County, MS",r_gap5080,0
Greene County,North Carolina,"Greene County, NC",r_gap5080,0
Greene County,New York,"Greene County, NY",r_gap5080,0
Greene County,Ohio,"Greene County, OH",r_gap5080,0
Greene County,Pennsylvania,"Greene County, PA",r_gap5080,0
Greene County,Tennessee,"Greene County, TN",r_gap5080,0
Greene County,Virginia,"Greene County, VA",r_gap5080,0
Greenlee County,Arizona,"Greenlee County, AZ",r_gap5080,0
Greensville County,Virginia,"Greensville County, VA",r_gap5080,65
Greenup County,Kentucky,"Greenup County, KY",r_gap5080,0
Greenville County,South Carolina,"Greenville County, SC",r_gap5080,0
Greenwood County,Kansas,"Greenwood County, KS",r_gap5080,0
Greenwood County,South Carolina,"Greenwood County, SC",r_gap5080,0
Greer County,Oklahoma,"Greer County, OK",r_gap5080,10
Gregg County,Texas,"Gregg County, TX",r_gap5080,0
Gregory County,South Dakota,"Gregory County, SD",r_gap5080,0
Grenada County,Mississippi,"Grenada County, MS",r_gap5080,0
Griggs County,North Dakota,"Griggs County, ND",r_gap5080,0
Grimes County,Texas,"Grimes County, TX",r_gap5080,0
Grundy County,Iowa,"Grundy County, IA",r_gap5080,0
Grundy County,Illinois,"Grundy County, IL",r_gap5080,0
Grundy County,Missouri,"Grundy County, MO",r_gap5080,0
Grundy County,Tennessee,"Grundy County, TN",r_gap5080,0
Guadalupe County,New Mexico,"Guadalupe County, NM",r_gap5080,0
Guadalupe County,Texas,"Guadalupe County, TX",r_gap5080,0
Guernsey County,Ohio,"Guernsey County, OH",r_gap5080,0
Guilford County,North Carolina,"Guilford County, NC",r_gap5080,0
Gulf County,Florida,"Gulf County, FL",r_gap5080,45
Gunnison County,Colorado,"Gunnison County, CO",r_gap5080,0
Guthrie County,Iowa,"Guthrie County, IA",r_gap5080,0
Gwinnett County,Georgia,"Gwinnett County, GA",r_gap5080,0
Haakon County,South Dakota,"Haakon County, SD",r_gap5080,0
Habersham County,Georgia,"Habersham County, GA",r_gap5080,0
Haines Borough,Alaska,"Haines Borough, AK",r_gap5080,0
Hale County,Alabama,"Hale County, AL",r_gap5080,0
Hale County,Texas,"Hale County, TX",r_gap5080,0
Halifax County,North Carolina,"Halifax County, NC",r_gap5080,0
Halifax County,Virginia,"Halifax County, VA",r_gap5080,0
Hall County,Georgia,"Hall County, GA",r_gap5080,0
Hall County,Nebraska,"Hall County, NE",r_gap5080,0
Hall County,Texas,"Hall County, TX",r_gap5080,0
Hamblen County,Tennessee,"Hamblen County, TN",r_gap5080,0
Hamilton County,Florida,"Hamilton County, FL",r_gap5080,0
Hamilton County,Iowa,"Hamilton County, IA",r_gap5080,0
Hamilton County,Illinois,"Hamilton County, IL",r_gap5080,0
Hamilton County,Indiana,"Hamilton County, IN",r_gap5080,0
Hamilton County,Kansas,"Hamilton County, KS",r_gap5080,0
Hamilton County,Nebraska,"Hamilton County, NE",r_gap5080,0
Hamilton County,New York,"Hamilton County, NY",r_gap5080,0
Hamilton County,Ohio,"Hamilton County, OH",r_gap5080,0
Hamilton County,Tennessee,"Hamilton County, TN",r_gap5080,0
Hamilton County,Texas,"Hamilton County, TX",r_gap5080,0
Hamlin County,South Dakota,"Hamlin County, SD",r_gap5080,0
Hampden County,Massachusetts,"Hampden County, MA",r_gap5080,0
Hampshire County,Massachusetts,"Hampshire County, MA",r_gap5080,90
Hampshire County,West Virginia,"Hampshire County, WV",r_gap5080,0
Hampton city,Virginia,"Hampton city, VA",r_gap5080,0
Hampton County,South Carolina,"Hampton County, SC",r_gap5080,0
Hancock County,Georgia,"Hancock County, GA",r_gap5080,0
Hancock County,Iowa,"Hancock County, IA",r_gap5080,0
Hancock County,Illinois,"Hancock County, IL",r_gap5080,0
Hancock County,Indiana,"Hancock County, IN",r_gap5080,0
Hancock County,Kentucky,"Hancock County, KY",r_gap5080,0
Hancock County,Maine,"Hancock County, ME",r_gap5080,0
Hancock County,Mississippi,"Hancock County, MS",r_gap5080,0
Hancock County,Ohio,"Hancock County, OH",r_gap5080,0
Hancock County,Tennessee,"Hancock County, TN",r_gap5080,0
Hancock County,West Virginia,"Hancock County, WV",r_gap5080,0
Hand County,South Dakota,"Hand County, SD",r_gap5080,0
Hanover County,Virginia,"Hanover County, VA",r_gap5080,0
Hansford County,Texas,"Hansford County, TX",r_gap5080,0
Hanson County,South Dakota,"Hanson County, SD",r_gap5080,0
Haralson County,Georgia,"Haralson County, GA",r_gap5080,0
Hardee County,Florida,"Hardee County, FL",r_gap5080,0
Hardeman County,Tennessee,"Hardeman County, TN",r_gap5080,0
Hardeman County,Texas,"Hardeman County, TX",r_gap5080,0
Hardin County,Iowa,"Hardin County, IA",r_gap5080,0
Hardin County,Illinois,"Hardin County, IL",r_gap5080,0
Hardin County,Kentucky,"Hardin County, KY",r_gap5080,0
Hardin County,Ohio,"Hardin County, OH",r_gap5080,0
Hardin County,Tennessee,"Hardin County, TN",r_gap5080,0
Hardin County,Texas,"Hardin County, TX",r_gap5080,0
Harding County,New Mexico,"Harding County, NM",r_gap5080,0
Harding County,South Dakota,"Harding County, SD",r_gap5080,0
Hardy County,West Virginia,"Hardy County, WV",r_gap5080,0
Harford County,Maryland,"Harford County, MD",r_gap5080,0
Harlan County,Kentucky,"Harlan County, KY",r_gap5080,0
Harlan County,Nebraska,"Harlan County, NE",r_gap5080,0
Harmon County,Oklahoma,"Harmon County, OK",r_gap5080,10
Harnett County,North Carolina,"Harnett County, NC",r_gap5080,0
Harney County,Oregon,"Harney County, OR",r_gap5080,0
Harper County,Kansas,"Harper County, KS",r_gap5080,0
Harper County,Oklahoma,"Harper County, OK",r_gap5080,0
Harris County,Georgia,"Harris County, GA",r_gap5080,6
Harris County,Texas,"Harris County, TX",r_gap5080,0
Harrison County,Iowa,"Harrison County, IA",r_gap5080,0
Harrison County,Indiana,"Harrison County, IN",r_gap5080,0
Harrison County,Kentucky,"Harrison County, KY",r_gap5080,0
Harrison County,Missouri,"Harrison County, MO",r_gap5080,0
Harrison County,Mississippi,"Harrison County, MS",r_gap5080,0
Harrison County,Ohio,"Harrison County, OH",r_gap5080,0
Harrison County,Texas,"Harrison County, TX",r_gap5080,0
Harrison County,West Virginia,"Harrison County, WV",r_gap5080,0
Harrisonburg city,Virginia,"Harrisonburg city, VA",r_gap5080,10
Hart County,Georgia,"Hart County, GA",r_gap5080,11
Hart County,Kentucky,"Hart County, KY",r_gap5080,0
Hartford County,Connecticut,"Hartford County, CT",r_gap5080,0
Hartley County,Texas,"Hartley County, TX",r_gap5080,4
Harvey County,Kansas,"Harvey County, KS",r_gap5080,0
Haskell County,Kansas,"Haskell County, KS",r_gap5080,0
Haskell County,Oklahoma,"Haskell County, OK",r_gap5080,0
Haskell County,Texas,"Haskell County, TX",r_gap5080,10
Hawaii County,Hawaii,"Hawaii County, HI",r_gap5080,0
Hawkins County,Tennessee,"Hawkins County, TN",r_gap5080,0
Hayes County,Nebraska,"Hayes County, NE",r_gap5080,0
Hays County,Texas,"Hays County, TX",r_gap5080,0
Haywood County,North Carolina,"Haywood County, NC",r_gap5080,0
Haywood County,Tennessee,"Haywood County, TN",r_gap5080,0
Heard County,Georgia,"Heard County, GA",r_gap5080,0
Hemphill County,Texas,"Hemphill County, TX",r_gap5080,0
Hempstead County,Arkansas,"Hempstead County, AR",r_gap5080,0
Henderson County,Illinois,"Henderson County, IL",r_gap5080,0
Henderson County,Kentucky,"Henderson County, KY",r_gap5080,0
Henderson County,North Carolina,"Henderson County, NC",r_gap5080,120
Henderson County,Tennessee,"Henderson County, TN",r_gap5080,0
Henderson County,Texas,"Henderson County, TX",r_gap5080,0
Hendricks County,Indiana,"Hendricks County, IN",r_gap5080,0
Hendry County,Florida,"Hendry County, FL",r_gap5080,0
Hennepin County,Minnesota,"Hennepin County, MN",r_gap5080,0
Henrico County,Virginia,"Henrico County, VA",r_gap5080,0
Henry County,Alabama,"Henry County, AL",r_gap5080,0
Henry County,Georgia,"Henry County, GA",r_gap5080,0
Henry County,Iowa,"Henry County, IA",r_gap5080,0
Henry County,Illinois,"Henry County, IL",r_gap5080,0
Henry County,Indiana,"Henry County, IN",r_gap5080,0
Henry County,Kentucky,"Henry County, KY",r_gap5080,0
Henry County,Missouri,"Henry County, MO",r_gap5080,73
Henry County,Ohio,"Henry County, OH",r_gap5080,0
Henry County,Tennessee,"Henry County, TN",r_gap5080,0
Henry County,Virginia,"Henry County, VA",r_gap5080,0
Herkimer County,New York,"Herkimer County, NY",r_gap5080,0
Hernando County,Florida,"Hernando County, FL",r_gap5080,0
Hertford County,North Carolina,"Hertford County, NC",r_gap5080,0
Hettinger County,North Dakota,"Hettinger County, ND",r_gap5080,0
Hickman County,Kentucky,"Hickman County, KY",r_gap5080,10
Hickman County,Tennessee,"Hickman County, TN",r_gap5080,0
Hickory County,Missouri,"Hickory County, MO",r_gap5080,0
Hidalgo County,New Mexico,"Hidalgo County, NM",r_gap5080,0
Hidalgo County,Texas,"Hidalgo County, TX",r_gap5080,0
Highland County,Ohio,"Highland County, OH",r_gap5080,0
Highland County,Virginia,"Highland County, VA",r_gap5080,0
Highlands County,Florida,"Highlands County, FL",r_gap5080,0
Hill County,Montana,"Hill County, MT",r_gap5080,0
Hill County,Texas,"Hill County, TX",r_gap5080,0
Hillsborough County,Florida,"Hillsborough County, FL",r_gap5080,1965
Hillsborough County,New Hampshire,"Hillsborough County, NH",r_gap5080,0
Hillsdale County,Michigan,"Hillsdale County, MI",r_gap5080,0
Hinds County,Mississippi,"Hinds County, MS",r_gap5080,0
Hinsdale County,Colorado,"Hinsdale County, CO",r_gap5080,0
Hitchcock County,Nebraska,"Hitchcock County, NE",r_gap5080,0
Hocking County,Ohio,"Hocking County, OH",r_gap5080,0
Hockley County,Texas,"Hockley County, TX",r_gap5080,0
Hodgeman County,Kansas,"Hodgeman County, KS",r_gap5080,0
Hoke County,North Carolina,"Hoke County, NC",r_gap5080,0
Holmes County,Florida,"Holmes County, FL",r_gap5080,0
Holmes County,Mississippi,"Holmes County, MS",r_gap5080,0
Holmes County,Ohio,"Holmes County, OH",r_gap5080,0
Holt County,Missouri,"Holt County, MO",r_gap5080,0
Holt County,Nebraska,"Holt County, NE",r_gap5080,0
Honolulu County,Hawaii,"Honolulu County, HI",r_gap5080,7755
Hood County,Texas,"Hood County, TX",r_gap5080,0
Hood River County,Oregon,"Hood River County, OR",r_gap5080,145
Hooker County,Nebraska,"Hooker County, NE",r_gap5080,0
Hoonah-Angoon Census Area,Alaska,"Hoonah-Angoon Census Area, AK",r_gap5080,0
Hopewell city,Virginia,"Hopewell city, VA",r_gap5080,0
Hopkins County,Kentucky,"Hopkins County, KY",r_gap5080,0
Hopkins County,Texas,"Hopkins County, TX",r_gap5080,0
Horry County,South Carolina,"Horry County, SC",r_gap5080,0
Hot Spring County,Arkansas,"Hot Spring County, AR",r_gap5080,0
Hot Springs County,Wyoming,"Hot Springs County, WY",r_gap5080,0
Houghton County,Michigan,"Houghton County, MI",r_gap5080,0
Houston County,Alabama,"Houston County, AL",r_gap5080,0
Houston County,Georgia,"Houston County, GA",r_gap5080,0
Houston County,Minnesota,"Houston County, MN",r_gap5080,0
Houston County,Tennessee,"Houston County, TN",r_gap5080,6
Houston County,Texas,"Houston County, TX",r_gap5080,0
Howard County,Arkansas,"Howard County, AR",r_gap5080,0
Howard County,Iowa,"Howard County, IA",r_gap5080,0
Howard County,Indiana,"Howard County, IN",r_gap5080,0
Howard County,Maryland,"Howard County, MD",r_gap5080,1475
Howard County,Missouri,"Howard County, MO",r_gap5080,0
Howard County,Nebraska,"Howard County, NE",r_gap5080,0
Howard County,Texas,"Howard County, TX",r_gap5080,0
Howell County,Missouri,"Howell County, MO",r_gap5080,0
Hubbard County,Minnesota,"Hubbard County, MN",r_gap5080,0
Hudson County,New Jersey,"Hudson County, NJ",r_gap5080,1455
Hudspeth County,Texas,"Hudspeth County, TX",r_gap5080,0
Huerfano County,Colorado,"Huerfano County, CO",r_gap5080,0
Hughes County,Oklahoma,"Hughes County, OK",r_gap5080,0
Hughes County,South Dakota,"Hughes County, SD",r_gap5080,0
Humboldt County,California,"Humboldt County, CA",r_gap5080,1165
Humboldt County,Iowa,"Humboldt County, IA",r_gap5080,0
Humboldt County,Nevada,"Humboldt County, NV",r_gap5080,0
Humphreys County,Mississippi,"Humphreys County, MS",r_gap5080,0
Humphreys County,Tennessee,"Humphreys County, TN",r_gap5080,0
Hunt County,Texas,"Hunt County, TX",r_gap5080,0
Hunterdon County,New Jersey,"Hunterdon County, NJ",r_gap5080,5
Huntingdon County,Pennsylvania,"Huntingdon County, PA",r_gap5080,0
Huntington County,Indiana,"Huntington County, IN",r_gap5080,0
Huron County,Michigan,"Huron County, MI",r_gap5080,0
Huron County,Ohio,"Huron County, OH",r_gap5080,0
Hutchinson County,South Dakota,"Hutchinson County, SD",r_gap5080,0
Hutchinson County,Texas,"Hutchinson County, TX",r_gap5080,0
